name,latitude,longitude,free_bikes,empty_slots,total_bikes
Manhattan Ave & Devoe St,40.713532,-73.9459867,18,6,24
Norman Ave & Leonard St,40.725819,-73.950815,22,9,31
Greenpoint Ave & Monitor St,40.73224,-73.94383,2,17,19
Fulton St & Waverly Ave,40.683238654603414,-73.96599590778351,25,5,30
Longfellow Ave & Aldus St,40.82319448542357,-73.88762910982096,12,10,22
65 Ln & Metropolitan Ave,40.7123,-73.89397,18,5,23
Greenpoint Ave & 47 St,40.7424,-73.91808,6,13,19
W 186 St & St. Nicholas Ave,40.852253,-73.931308,3,23,26
Caton Ave & Argyle Rd,40.649681,-73.967829,19,1,20
63 St & Borden Ave,40.72655,-73.90321,14,7,21
Hudson St & Reade St,40.71625008,-74.0091059,8,44,52
Flatbush Ave & Lincoln Rd,40.66131,-73.96091,7,15,22
58 St & 56 Dr,40.72419,-73.91244,9,10,19
Pacific St & Sackman St,40.67522,-73.9061,3,16,19
Clarkson Ave & Nostrand Ave,40.6555,-73.94975,14,10,24
South End Ave & Albany St,40.709957,-74.016538,21,23,44
President St & Nostrand Ave,40.66811,-73.9505,17,11,28
W 170 St & University Ave,40.84207,-73.926075,4,16,20
Grove St & Fresh Pond Rd,40.71032,-73.89955,7,12,19
60 Pl & Flushing Ave,40.71988,-73.90556,17,2,19
Fort Washington Ave & W 183 St,40.852252,-73.937854,7,20,27
60 Pl & Bleecker St,40.71107,-73.903,4,15,19
W 27 St & 6 Ave,40.74526,-73.99062,28,28,56
Melrose St & Broadway,40.697481,-73.935877,9,10,19
W 43 St & 6 Ave,40.75527307,-73.98316936,6,54,60
Carmine St & 6 Ave,40.73038599,-74.00214988,46,13,59
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,36,8,44
Pinehurst Ave & W 187 St,40.855331,-73.937878,10,8,18
Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,53,17,70
Greenwich Ave & Charles St,40.735238,-74.000271,21,35,56
Washington Ave & Empire Blvd,40.66314,-73.9605695,10,16,26
Sheridan Ave & E 168 St,40.835334,-73.9154,7,13,20
61 St & Borden Ave,40.72558,-73.90417,21,0,21
E 85 St & York Ave,40.77536905,-73.94803392,20,23,43
10 St & 4 Ave,40.66967356370341,-73.98898908183764,23,7,30
Kent Ave & Division Ave,40.706563674670925,-73.9683187007904,32,9,41
Little West St & 1 Pl,40.70569254,-74.01677685,14,19,33
Kent Ave & Grand St,40.716425,-73.96594,39,5,44
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,51,2,53
Front St & Jay St,40.702461,-73.986842,7,13,20
Edgecombe Ave & W 167 St,40.838191,-73.936085,9,11,20
Bleecker St & Crosby St,40.72615604980408,-73.99510189890862,34,27,61
Johnson St & Brooklyn Bridge Blvd,40.695,-73.98917,16,14,30
W 51 St & Rockefeller Plaza,40.75973805251143,-73.97811613976955,4,45,49
W 25 St & 8 Ave,40.74649996333341,-73.99732626293645,14,41,55
W 163 St & Edgecombe Ave,40.835798,-73.937496,4,13,17
E 14 St & 1 Ave,40.73139303364151,-73.98286700248718,25,9,34
Broadway & W 29 St,40.7462009,-73.98855723,21,73,94
Van Dam St & Meeker Ave,40.72532,-73.9368,12,9,21
Bond St & Fulton St,40.6896218879,-73.9830426872,37,10,47
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,23,4,27
W 4 St & 7 Ave S,40.73401143,-74.00293877,11,8,19
Lafayette Ave & Ft Greene Pl,40.68700231292619,-73.97664964199066,32,1,33
Brooklyn Ave & Dean St,40.67669,-73.94437,10,9,19
Lefferts Ave & Schenectady Ave,40.66343,-73.93472,25,2,27
N 9 St & Wythe Ave,40.72054,-73.959,24,6,30
Calyer St & West St,40.72693,-73.95863,30,2,32
Riverside Dr & W 82 St,40.78720869,-73.98128127,55,19,74
W 78 St & Broadway,40.78339981,-73.98093133,29,6,35
Broadway & Battery Pl,40.70463334,-74.01361706,9,38,47
W 63 St & Broadway,40.77163851,-73.98261428,21,9,30
E 117 St & 1 Ave,40.796568260802964,-73.93459528684616,10,10,20
E 39 St & 2 Ave,40.748033194287665,-73.973827958107,27,3,30
W 52 St & 5 Ave,40.75992262,-73.97648516,15,43,58
Madison Ave & E 82 St,40.7781314,-73.96069399,11,18,29
E 78 St & 2 Ave,40.7727966,-73.95577801,6,19,25
Parkside Ave & Ocean Ave,40.65485,-73.96217,27,0,27
Parkside Ave & Parade Pl,40.6532,-73.96639,21,0,21
Caton Ave & Bedford Ave,40.65237,-73.95623,18,2,20
50 St & 7 Ave,40.642501,-74.006055,11,10,21
Linden Blvd & Nostrand Ave,40.65272,-73.94994,22,1,23
Rogers Ave & Lenox Rd,40.65378,-73.95273,15,6,21
Gansevoort St & Hudson St,40.73937600789778,-74.00520807425661,20,98,118
Clarkson Ave & Troy Ave,40.65633,-73.93648,20,3,23
Lenox Rd & E 43 St,40.65496,-73.93765,12,8,20
Clarkson Ave & E 37 St,40.65577,-73.9432,9,10,19
Troy Ave & Linden Blvd,40.6533,-73.93644,13,10,23
E 21 St & Church Ave,40.65007,-73.96001,22,1,23
Rugby Rd & Albemarle Rd,40.64672,-73.96637,19,0,19
Rugby Rd & Beverley Rd,40.64435,-73.96591,24,0,24
E 17 St & Beverley Rd,40.64466,-73.96322,20,1,21
2 Ave & E 99 St,40.7862586,-73.94552579,19,12,31
E 18 St & Church Ave,40.64958,-73.96316,26,4,30
Albemarle Rd & E 21 St,40.64741,-73.95933,19,0,19
E 34 St & Linden Blvd,40.65302,-73.94599,17,7,24
E 91 St & Park Ave,40.7835016,-73.955327,12,16,28
Rogers Ave & Snyder Ave,40.64871,-73.95218,18,4,22
Church Ave & Nostrand Ave,40.65074,-73.94986,20,7,27
Church Ave & E 42 St,40.65127,-73.93818,19,4,23
Tilden Ave & Nostrand Ave,40.64683,-73.94933,15,7,22
Brooklyn Ave & Tilden Ave,40.64725,-73.94352,24,0,24
Brooklyn Ave & Snyder Ave,40.64915,-73.94368,8,13,21
Matthews Ct & Coney Island Ave,40.64235,-73.96951,15,5,20
Tilden Ave & Lott St,40.64661,-73.95401,13,4,17
W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,5,32,37
Beverley Rd & Flatbush Ave,40.64499,-73.95818,30,0,30
W 52 St & 11 Ave,40.76727216,-73.99392888,27,24,51
New York Ave & Montgomery St,40.66509,-73.94824,17,2,19
Ocean Ave & Tennis Ct,40.64873,-73.96084,23,0,23
23 Ave & 31 St,40.77423301703027,-73.91274864321404,4,22,26
Lott St & Erasmus St,40.64949,-73.95408,18,1,19
New York Ave & Snyder Ave,40.64868,-73.94635,19,3,22
Cortelyou Rd & Stratford Rd,40.63966,-73.96807,20,0,20
E 16 St & Cortelyou Rd,40.64173,-73.96364,16,5,21
Cortelyou Rd & Argyle Rd,40.64034,-73.96603,20,1,21
Ditmars Blvd & 73 St,40.76817,-73.896293,14,5,19
Ditmars Blvd & 76 St,40.768442,-73.893531,16,3,19
Cortelyou Rd & E 19 St,40.64269,-73.96099,17,5,22
Bedford Ave & Beverley Rd,40.64491,-73.95487,21,2,23
Driggs Ave & N Henry St,40.72325,-73.94308,18,32,50
Cortelyou Rd & E 34 St,40.64454,-73.94486,17,1,18
Brooklyn Ave & Beverley Rd,40.64575,-73.94331,19,0,19
Carlton Ave & Dean St,40.6809741,-73.9710097,21,6,27
48 St & 37 Ave,40.751555,-73.915026,19,9,28
W 74 St & Columbus Ave,40.7785669,-73.97754961,10,16,26
Ocean Ave & Crooke Ave,40.65326,-73.96172,19,6,25
Bedford Ave & Albemarle Rd,40.64796,-73.9556,20,1,21
New York Ave & Lenox Rd,40.65458,-73.94716,15,8,23
Cortelyou Rd & Albany Ave,40.64483,-73.93853,17,2,19
E 48 St & Tilden Ave,40.64795,-73.93182,21,0,21
Beverley Rd & Nostrand Ave,40.64507,-73.9488,13,8,21
Turner Pl & Coney Island Ave,40.64521,-73.97073,14,4,18
Beverley Rd & E 49 St,40.64621,-73.93067,20,0,20
Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,19,3,22
W 35 St & 9 Ave,40.75414519263519,-73.9960889518261,25,6,31
21 Ave & 80 St,40.770888,-73.889914,14,3,17
Ditmars Blvd & 19 St,40.78145,-73.9183302,13,14,27
71 St & 37 Ave,40.7488,-73.89451,7,16,23
34 Ave & 71 St,40.75257,-73.89538,22,0,22
72 St & Northern Blvd,40.75473,-73.89458,16,1,17
Ashland Pl & Dekalb Ave,40.690065,-73.978776,42,5,47
3 Ave & E 109 St,40.79338,-73.94329,18,6,24
14 St Ferry - 14 St & Shipyard Ln,40.752960630464955,-74.02435272932053,3,28,31
34 Ave & 74 St,40.75297,-73.89236,15,9,24
32 Ave & 75 St,40.75704,-73.8924,19,0,19
71 St & 32 Ave,40.75675,-73.89595,17,1,18
Winthrop St & Schenectady Ave,40.6582,-73.9338,18,3,21
Winthrop St & Albany Ave,40.6577,-73.9398,20,1,21
81 St & 35 Ave,40.75179,-73.88568,15,8,23
74 St & 37 Ave,40.74908,-73.89172,11,17,28
77 St & 31 Ave,40.75886,-73.89081,19,1,20
77 St & 24 Ave,40.76428,-73.89156,17,1,18
73 St & 25 Ave,40.76205,-73.895,18,1,19
81 St & 24 Ave,40.76466,-73.88803,16,2,18
61 St & 60 Ln,40.70055,-73.8943,5,12,17
81 St & 34 Ave,40.75374,-73.88604,14,10,24
32 Ave & 81 St,40.75763,-73.88682,19,0,19
82 St & 30 Ave,40.76109,-73.88632,15,4,19
86 St & 37 Ave,40.75,-73.88062,1,20,21
84 St & Roosevelt Ave,40.74797,-73.88204,12,17,29
92 St & 35 Ave,40.7529,-73.87536,18,8,26
Suydam St & Knickerbocker Ave,40.702013,-73.923769,26,1,27
W 84 St & Amsterdam Ave,40.78621,-73.9756,49,10,59
86 St & 35 Ave,40.7523,-73.88093,12,8,20
32 Ave & 84 St,40.75793,-73.88401,9,8,17
Sterling Pl & Franklin Ave,40.67324785,-73.95689517,4,14,18
Amsterdam Ave & W 119 St,40.80863218,-73.9595861,4,24,28
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717,14,5,19
Freeman St & Southern Blvd,40.830051,-73.892103,21,2,23
Walton Ave & E 153 St,40.822351,-73.926907,13,6,19
79 St & 37 Ave,40.74937,-73.88714,8,12,20
Union Ave & E 169 St,40.82995,-73.898802,7,11,18
87 St & 30 Ave,40.76156,-73.88167,18,2,20
85 St & Northern Blvd,40.75601,-73.88266,3,18,21
25 Ave & 85 St,40.76328,-73.88404,10,8,18
Walton Ave & E 151 St,40.82090903827738,-73.92753845245076,8,20,28
River St & 1 St,40.73721535335381,-74.02886540972803,0,23,23
90 St & 32 Ave,40.75836,-73.87824,9,9,18
24 Ave & 87 St,40.7654,-73.88256,16,3,19
88 St & Astoria Blvd,40.76424,-73.8812,10,10,20
92 St & 37 Ave,40.75085,-73.87509,3,16,19
E 94 St & Madison Ave,40.785851052913884,-73.95482444378061,13,24,37
Elmhurst Ave & Roosevelt Ave,40.74864,-73.87619,4,17,21
93 St & Roosevelt Ave,40.74888,-73.87368,1,23,24
30 Ave & 96 St,40.76086,-73.87308,13,7,20
W 27 St & 7 Ave,40.746647,-73.993915,6,43,49
96 St & Northern Blvd,40.75712,-73.8722,10,9,19
Warren St & Roosevelt Ave,40.74919,-73.87043,18,11,29
31 Ave & 86 St,40.75958,-73.88219,6,13,19
92 St & Astoria Blvd,40.76313,-73.8772,9,9,18
Berry St & N 8 St,40.7190095,-73.95852515,17,7,24
24 Ave & 92 St,40.76589,-73.87789,7,13,20
91 St & 23 Ave,40.76769,-73.8791,3,18,21
98 St & 25 Ave,40.76454,-73.87171,17,2,19
Ditmars Blvd & 94 St,40.7702,-73.87587,3,16,19
Jackson Mill Rd & 24 Ave,40.76619,-73.87561,13,11,24
Grand Ave & 58 Ave,40.72098,-73.90701,18,2,20
Essex Light Rail,40.7127742,-74.0364857,0,22,22
100 St & Northern Blvd,40.75748,-73.86843,2,19,21
99 St & Astoria Blvd,40.76196,-73.87042,22,0,22
E 34 St & Church Ave,40.65116,-73.94577,23,2,25
Snyder Ave & Schenectady Ave,40.65,-73.93296,18,1,19
99 St & 32 Ave,40.75896,-73.86976,13,5,18
32 Ave & 77 St,40.75727,-73.89024,22,0,22
99 St & 38 Ave,40.75055,-73.86725,16,13,29
99 St & 35 Ave,40.75404,-73.86887,13,4,17
100 St & 37 Ave,40.75243,-73.86717,7,12,19
23 Ave & 83 St,40.76646,-73.88674,11,8,19
104 St & 38 Ave,40.75138,-73.86242,11,8,19
104 St & Northern Blvd,40.75755,-73.86454,4,18,22
108 St & 39 Ave,40.75165,-73.85915,20,1,21
31 Ave & 103 St,40.76134,-73.86666,9,11,20
Gillmore St & 27 Ave,40.76399,-73.8669,17,1,18
100 St & Humphreys St,40.76574,-73.87012,12,9,21
Ditmars Blvd & 102 St,40.76894,-73.86832,15,10,25
Nevins St & Schermerhorn St,40.68737247650719,-73.98176059126854,23,4,27
97 St & 23 Ave,40.7683,-73.87331,4,15,19
Butler St & 27 Ave,40.76521,-73.86483,16,1,17
111 St & 37 Ave,40.75397,-73.85748,16,5,21
112 St & Northern Blvd,40.75788,-73.85763,5,15,20
107 St & 32 Ave,40.75996,-73.86224,13,4,17
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,19,9,28
87 St & Roosevelt Ave,40.74825,-73.87936,0,23,23
Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,30,11,41
34 Ave & 83 St,40.75375,-73.88423,7,13,20
72 St & Broadway,40.74751,-73.89372,1,17,18
Flatbush Ave & Eastern Pkwy,40.668757,-73.966438,14,16,30
Jackson Mill Rd & 93 St,40.75874,-73.87535,13,8,21
91 St & 31 Ave,40.76022,-73.87774,9,12,21
30 Ave & 80 St,40.76109,-73.88838,16,3,19
West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,12,15,27
8 Ave & W 33 St,40.751551,-73.993934,38,53,91
34 Ave & Junction Blvd,40.75502,-73.87285,3,20,23
95 St & 35 Ave,40.75301,-73.87266,3,20,23
93 St & Northern Blvd,40.7564,-73.87504,10,12,22
34 Ave & 113 St,40.75696,-73.85612,20,3,23
5 Ave & E 30 St,40.7459849,-73.98629487,29,17,46
37 Ave & 106 St,40.75397,-73.862,7,10,17
37 Ave & 113 St,40.75475,-73.8549,23,0,23
114 St & 39 Ave,40.7532,-73.853,17,12,29
34 Ave & 108 St,40.75614,-73.86084,8,15,23
25 Ave & 96 St,40.76447,-73.87369,7,14,21
Kingston Ave & E New York Ave,40.66219,-73.94293,17,3,20
Spruce St & Nassau St,40.71146364,-74.00552427,0,18,18
Lefferts Ave & Albany Ave,40.66288,-73.94019,19,5,24
Crown St & Troy Ave,40.66559,-73.93712,15,4,19
E 19 St & Beverley Rd,40.64483,-73.9613,17,2,19
41 Ave & 77 St,40.74557,-73.8882,7,17,24
75 St & Roosevelt Ave,40.7468,-73.89038,6,22,28
4 St & River St,40.7408139,-74.0274062,3,9,12
Adams St & 12 St,40.751889392240685,-74.03329162748534,7,7,14
Benham St & Roosevelt Ave,40.74841,-73.8751,20,3,23
Ithaca St & Baxter Ave,40.74638,-73.88322,5,20,25
76 St & 45 Ave,40.7411,-73.88837,8,11,19
South Railroad Ave & Broadway,40.741,-73.88027,18,5,23
St James Ave & 51 Ave,40.73813,-73.88104,14,7,21
Queens Blvd & Albion Ave,40.73856,-73.88553,13,8,21
Morton St & Washington St,40.73115,-74.00887,28,2,30
Jefferson Ave & Patchen Ave,40.68609,-73.92628,17,2,19
Case St & 94 St,40.74619,-73.87193,3,17,20
Queens Blvd & Broadway,40.73672,-73.87728,18,6,24
Forley St & Lamont Ave,40.74463,-73.87386,10,10,20
Brooklyn Ave & Lefferts Ave,40.662564,-73.945565,20,0,20
East End Ave & E 86 St,40.77518615,-73.94446054,21,6,27
Corona Ave & 90 St,40.74154,-73.87484,6,15,21
90 St & 51 Ave,40.73937,-73.87411,5,14,19
E 31 St & 3 Ave,40.74394314,-73.97966069,48,11,59
55 Ave & 90 St,40.73676,-73.87318,21,0,21
46 Ave & Junction Blvd,40.74399,-73.86781,13,6,19
51 Ave & Junction Blvd,40.74087,-73.86772,5,14,19
Queens Blvd & 56 Ave,40.73481,-73.87431,15,24,39
W 33 St & 10 Ave,40.753773368360385,-73.99937599897385,11,49,60
Madison Ave & E 99 St,40.78948541553215,-73.95242929458618,6,27,33
94 St & 57 Ave,40.73628,-73.86752,4,21,25
Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,29,4,33
56 Ave & Junction Blvd,40.73716,-73.86625,0,22,22
E 161 St & River Ave,40.827883,-73.927111,4,29,33
53 Ave & 94 St,40.73921,-73.86887,2,18,20
E 167 St & Bryant Ave,40.826706,-73.888719,0,20,20
58 St & 32 Ave,40.75574,-73.903427,7,12,19
46 St & 28 Ave,40.763328,-73.908782,9,10,19
4 Ave & 17 St,40.665507,-73.993037,8,8,16
46 St & 30 Rd,40.76072,-73.910989,13,8,21
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,8,2,10
